STOK KODU,STOK ADI,SEKTÖR ADI,MARKA,BARKOD 1,ÜRÜN GRUP KODU,AKS,CİNSİYET,UNIQ KOD,UNIQ ADI
BNR8800250,NARCISO FOR HIM EDT 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880021,1-PA-00,PARFÜM,ERKEK,NR0000000038,NARCISO FOR HIM  EDT 50 ML
BNR8800350,NARCISO FOR HIM ALLOVER SHOWER GEL 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880038,1-PA-01,PARFÜM,ERKEK,,
BNR8800450,NARCISO FOR HIM AFTER SHAVE EMULSION 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880045,1-PA-01,PARFÜM,ERKEK,NR0000000039,NARCISO FOR HIM  AFTER SHAVE EMULSION 100 ML
BNR8800550,NARCISO FOR HIM AFTER SHAVE LOTION 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880052,1-PA-01,PARFÜM,ERKEK,NR0000000040,NARCISO FOR HIM AFTER SHAVE LOTION 100 ML
BNR8800650,NARCISO FOR HIM DEO STICK ALC. FREE 75 G,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478800656,1-PA-01,PARFÜM,ERKEK,NR0000000041,NH DEO STICK ALC. FREE 75 GR
BNR8801450,NARCISO FOR HIM PUREFLEXION EDT 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880144,1-PA-00,PARFÜM,ERKEK,,
BNR8801950,NARCISO FOR HIM XMAS SET EDT 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470880199,1-PA-00,PARFÜM,ERKEK,,
BNR8802650,NARCISO FOR HIM 09 MUSCOL EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880267,1-PA-00,PARFÜM,ERKEK,NR0000000042,NH 09 MUSCOL EDP 50 ML
BNR8803250,NARCISO FOR HIM 09 XMAS COFFR EDT 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470880328,1-PA-00,PARFÜM,ERKEK,,
BNR8803350,NARCISO FOR HIM FOR FDAY,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470880335,1-PA-00,PARFÜM,ERKEK,,
BNR8803850,NARCISO FOR HIM EDT 50 ML XMAS-2010 SET,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470880380,1-PA-00,PARFÜM,ERKEK,,
BNR8804050,NARCISO FOR HIM MUSC COLLECTION EDP XMAS,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470880403,1-PA-00,PARFÜM,ERKEK,,
BNR8804150,NARCISO FOR HIM MUSC COLLECTION 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470880410,1-PA-00,PARFÜM,ERKEK,NR0000000043,FOR HIM MUSC COLLECTION 100 ML
BNR8804650,NARCISO FOR HIM XMAS-2012 SET,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478804654,1-PA-00,PARFÜM,ERKEK,,
BNR8805150,NARCISO FOR HIM XMAS-2013 SET EDP50+SG75ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478805156,1-PA-00,PARFÜM,ERKEK,,
BNR8805950,FOR HIM BLEU NOIR EDT 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478805958,1-PA-00,PARFÜM,ERKEK,NR0000000030,FOR HIM BLEU NOIR EDT 50 ML
BNR8806050,FOR HIM BLEU NOIR EDT 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478806054,1-PA-00,PARFÜM,ERKEK,NR0000000029,FOR HIM BLEU NOIR EDT 100 ML
BNR8806750,NR FOR HIM BLEU NOIR EDT FD-2017 100ML+2* SG75ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478806757,1-PA-00,PARFÜM,ERKEK,,
BNR8806850,NR FOR HIM BLEU NOIR SET SHOPPING PACK EDT 100 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478806856,1-PA-00,PARFÜM,ERKEK,,
BNR8807550,BLEU NOIR EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478807556,1-PA-00,PARFÜM,ERKEK,NR0000000044,NARCISO FOR HIM BLEU NOIR EDP 50 ML
BNR8807650,BLEU NOIR EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478807655,1-PA-00,PARFÜM,ERKEK,NR0000000045,NARCISO FOR HIM BLEU NOIR EDP 100 ML
BNR8808450,NARCISO FOR HIM BLEU NOIR EDP 100ML+ SG75ML+10ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478808454,1-PA-00,PARFÜM,ERKEK,,
BNR8808650,NR FOR HIM BLEU NOIR EDT FDAY/XMAS-2018 SET 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478808652,1-PA-00,PARFÜM,ERKEK,,
BNR88121500103,ROSE MUSC EDP INTENSE 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478812154,1-PB,PARFÜM,UNISEX,NR0000000084,ROSE MUSC EDP INTENSE 100 ML
BNR8813350,NARCISO FOR HER XMAS-2016 SETB,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478813359,1-PA-00,PARFÜM,KADIN,,
BNR8813550,NARCISO FOR HER EDT XMAS SET 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478813557,1-PA-00,PARFÜM,KADIN,,
BNR8816750,NARCISO FOR HER EDT MDAY-2017 SET 100ML+SG75 ML+BL,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478816756,1-PA-00,PARFÜM,KADIN,,
BNR8817150,NR FH 17 SPRING SHOPPING PACK B EDT 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478817159,1-PA-00,PARFÜM,KADIN,,
BNR8817350,NR FH 17 SPRING SHOPPING PACK D EDP 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478817357,1-PA-00,PARFÜM,KADIN,,
BNR8817850,NARCISO FOR HER 17 XMAS SET B EDT 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478817852,1-PA-00,PARFÜM,KADIN,,
BNR8818250,NARCISO FOR HER FLEUR MUSC EDP 100ML + BL,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478818255,1-PA-00,PARFÜM,KADIN,,
BNR8818650,FOR HER FLEUR MUSC EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478818651,1-PA-00,PARFÜM,KADIN,NR0000000007,FOR HER FLEUR MUSC EDP 50 ML
BNR8818750,FOR HER FLEUR MUSC EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478818750,1-PA-00,PARFÜM,KADIN,NR0000000006,FOR HER FLEUR MUSC EDP 100 ML
BNR8819150,SANTAL MUSC EDP INTENSE 100 ML ,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478819153,1-PB,PARFÜM,UNISEX,NR0000000086,SANTAL MUSC EDP INTENSE 100 ML 
BNR8822050,NARCISO FOR HER EDT MDAY-2018 SET 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478822054,1-PA-00,PARFÜM,KADIN,,
BNR8822250,NARCISO FOR HER EDP MDAY-2018 SET 100ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478822252,1-PA-00,PARFÜM,KADIN,,
BNR8822650,NARCISO FOR HER EDT 100ML+BL75ML+10ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478822658,1-PA-00,PARFÜM,KADIN,,
BNR8828750,ROUGE EDT 90 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478828759,1-PA-00,PARFÜM,KADIN,NR0000000024,ROUGE EDT 90 ML
BNR8828850,ROUGE EDT 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478828858,1-PA-00,PARFÜM,KADIN,NR0000000025,ROUGE EDT 50 ML
BNR8830050,NARCISO ESSENCE EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883008,1-PA-00,PARFÜM,KADIN,NR0000000046,NARCISO ESSENCE EDP 100 ML
BNR8830150,NARCISO ESSENCE EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883015,1-PA-00,PARFÜM,KADIN,,
BNR8830250,NARCISO ESSENCE BODY LOTION 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883022,1-PA-01,PARFÜM,KADIN,NR0000000047,NARCISO ESSENCE BODY LOTION 200 ML
BNR8830350,NARCISO ESSENCE SHOWER GEL 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883039,1-PA-01,PARFÜM,KADIN,,
BNR8830450,NARCISO ESSENCE DEO SPRAY 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883046,1-PA-01,PARFÜM,KADIN,,
BNR8831350,NARCISO ESSENCE SET-2009 EDP 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883138,1-PA-00,PARFÜM,KADIN,,
BNR8831450,NARCISO ESSENCE BODY CREAM 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883145,1-PA-01,PARFÜM,KADIN,,
BNR8832250,NARCISO ESSENCE IRIDESCENT FRAGRANCE,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883220,1-PA-00,PARFÜM,KADIN,,
BNR8832350,NARCISO ESSENCE TREXCLU SET EDP 50 ML+BL100,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883237,1-PA-00,PARFÜM,KADIN,,
BNR8832450,NARCISO ESSENCE XMAS-2010 EDP 50 ML SET A,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883244,1-PA-00,PARFÜM,KADIN,,
BNR8832550,NARCISO ESSENCE XMAS-2010 EDP 50 ML SET A,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883251,1-PA-00,PARFÜM,KADIN,,
BNR8833350,NARCISO ESSENCE EDP INTENSE 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883336,1-PA-00,PARFÜM,KADIN,,
BNR8833550,NARCISO ESSENCE MUSC EDT 75 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883350,1-PA-00,PARFÜM,KADIN,NR0000000048,NARCISO ESSENCE EAU DE MUSC EDT 75 ML
BNR8833650,NARCISO ESSENCE MUSC EDT 125 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883367,1-PA-00,PARFÜM,KADIN,,
BNR8833750,NARCISO ESSENCE EDP MDAY-2011 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883374,1-PA-00,PARFÜM,KADIN,,
BNR8833950,NARCISO ESSENCE EDP XMAS SET 50 ML+PURSE,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883398,1-PA-00,PARFÜM,KADIN,,
BNR8834050,NARCISO ESSENCE EDT XMAS SET 50 ML+PURSE,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470883404,1-PA-00,PARFÜM,KADIN,,
BNR8834350,NARCISO ESSENCE AUT IN COLOR EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470883435,1-PA-00,PARFÜM,KADIN,,
BNR8835650,NARCISO ESSENCE XMAS-2012 SET,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478835658,1-PA-00,PARFÜM,KADIN,,
BNR8837050,NARCISO EDT 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478837058,1-PA-00,PARFÜM,KADIN,NR0000000049,NN 15 EDT 50 ML
BNR8837150,NARCISO EDT 90 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478837157,1-PA-00,PARFÜM,KADIN,,
BNR8837250,NARCISO SHOWER GEL 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478837256,1-PA-01,PARFÜM,KADIN,NR0000000050,NN 15 SHOWER GEL 200 ML
BNR88373500104,NARCISO POUDREE HAIR MIST 30 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478837355,1-PA-01,PARFÜM,KADIN,NR0000000071,NARCISO NNP EDP HAIR MIST 30 ML
BNR8837850,NARCISO EDP 50 ML XMAS-2015 SETB,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478837850,1-PA-00,PARFÜM,KADIN,,
BNR8837950,NARCISO EDP 90ML XMAS-2015 SETC,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478837959,1-PA-00,PARFÜM,KADIN,,
BNR8838050,NARCISO EDP 90ML XMAS-2015 SETD,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478838055,1-PA-00,PARFÜM,KADIN,,
BNR8838150,NARCISO MDAY-2015 STORE,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478838154,1-PA-00,PARFÜM,KADIN,,
BNR8838450,NARCISO SHOPPING PACK-2015 EDP 90 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478838451,1-PA-00,PARFÜM,KADIN,,
BNR8839850,NARCISO EDT XMAS SET 90 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478839854,1-PA-00,PARFÜM,KADIN,,
BNR8840050,NARCISO XMAS-2016 SETD,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478840058,1-PA-00,PARFÜM,KADIN,,
BNR8840450,POUDREE EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478840454,1-PA-00,PARFÜM,KADIN,NR0000000021,POUDREE EDP 50 ML
BNR8840650,POUDREE EDP 90 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478840652,1-PA-00,PARFÜM,KADIN,NR0000000020,POUDREE EDP 90 ML
BNR8841850,NARCISO POUDREE EDP MDAY-2017 90ML+SC75ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478841857,1-PA-00,PARFÜM,KADIN,,
BNR8842050,NARCISO EDP XMAS-2017 SETB 90+10ML+BL75ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478842052,1-PA-00,PARFÜM,KADIN,,
BNR8842250,NARCISO BLEU NOIR EDT XMAS-2017 SETA 100+10+SG75,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478842250,1-PA-00,PARFÜM,ERKEK,,
BNR8842450,NARCISO POUDREE EDP XMAS-2017 SETD 90+10ML+BL75ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478842458,1-PA-00,PARFÜM,KADIN,,
BNR8842650,NARCISO SPRING SHOPPING 2017 PACK B EDP 90 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478842656,1-PA-00,PARFÜM,KADIN,,
BNR8843350,"NARCISO DISCOVERY BOX 3*30ML EDP,EDT,ED",SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478843356,1-PA-00,PARFÜM,KADIN,,
BNR8844750,ROUGE EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478844759,1-PA-00,PARFÜM,KADIN,NR0000000023,ROUGE EDP 50 ML
BNR8844850,ROUGE EDP 90 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478844858,1-PA-00,PARFÜM,KADIN,NR0000000022,ROUGE EDP 90 ML
BNR8845050,NARCISO SPRING SHOP PACK 2018 EDP 90 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478845053,1-PA-00,PARFÜM,KADIN,,
BNR8845250,NARCISO POUDREE SPRING SHOP 2018 PACK EDP 90 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478845251,1-PA-00,PARFÜM,KADIN,,
BNR8845450,NARCISO POUDREE EDP MDAY-2018 SET 90 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478845459,1-PA-00,PARFÜM,KADIN,,
BNR8846050,NARCISO POUDREE EDP 90 ML+ MINIATURE POUD,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478846050,1-PA-00,PARFÜM,KADIN,,
BNR8846150,NARCISO ROUGE EDP 50 ML+BL75 ML+SG75 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478846159,1-PA-00,PARFÜM,KADIN,,
BNR8900050,NARCISO FOR HER PERFUME 10 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890006,1-PA-00,PARFÜM,KADIN,,
BNR8900150,FOR HER EDT 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890013,1-PA-00,PARFÜM,KADIN,NR0000000002,FOR HER EDT 50 ML
BNR8900250,FOR HER EDT 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890020,1-PA-00,PARFÜM,KADIN,NR0000000001,FOR HER EDT 100 ML
BNR8900350,NARCISO FOR HER BODY LOTION 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,,1-PA-01,PARFÜM,KADIN,,
BNR8900351,NARCISO FOR HER LAIT CORPS 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890037,1-PA-01,PARFÜM,KADIN,,
BNR8900550,NARCISO FOR HER SHOWER GEL 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890051,1-PA-01,PARFÜM,KADIN,NR0000000051,NARCISO HER SHOWER GEL 200 ML
BNR8900650,NARCISO FOR HER OIL PERFUME 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890068,1-PA-00,PARFÜM,KADIN,,
BNR8900750,NARCISO FOR HER BODY CREAM 150 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890075,1-PA-01,PARFÜM,KADIN,,
BNR8901250,FOR HER EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890129,1-PA-00,PARFÜM,KADIN,NR0000000003,FOR HER EDP 100 ML
BNR8901350,FOR HER EDP 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890136,1-PA-00,PARFÜM,KADIN,NR0000000004,FOR HER EDP 50 ML
BNR8902250,NARCISO FOR HER HAIR MIST 30 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890228,1-PA-01,PARFÜM,KADIN,NR0000000072,NARCISO FOR HER HAIR MIST 30 ML
BNR8902350,FOR HER DEO SPRAY 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890235,1-PA-01,PARFÜM,KADIN,NR0000000005,FOR HER DEO SPRAY 100 ML
BNR8903850,NARCISO FOR HER BODY LOTION 200 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890389,1-PA-01,PARFÜM,KADIN,,
BNR8904350,NARCISO FOR HER EDP 10 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890433,1-PA-01,PARFÜM,KADIN,,
BNR8907050,NARCISO FOR HER PUREFLEXION EDT 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890709,1-PA-00,PARFÜM,KADIN,,
BNR8908050,NARCISO FOR HER MUSCOL 2009 EDT INTENSE 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470890808,1-PA-00,PARFÜM,KADIN,,
BNR8908150,NARCISO FOR HER SET-2009 EDT 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470890815,1-PA-00,PARFÜM,KADIN,,
BNR8908450,NARCISO FOR HER EDT SET 3*30 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,,1-PA-00,PARFÜM,KADIN,,
BNR8908550,NARCISO FOR HER EDP SET 3*30 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470890853,1-PA-00,PARFÜM,KADIN,,
BNR8908950,NARCISO FOR HER MDAY SET,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470890891,1-PA-00,PARFÜM,KADIN,,
BNR8909150,NARCISO FOR HER MDAY SET,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470890914,1-PA-00,PARFÜM,KADIN,,
BNR8910050,NARCISO FOR HER IRIDESCENT FRAGRANCE,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470891003,1-PA-00,PARFÜM,KADIN,,
BNR8911550,NARCISO FOR HER XMAS-2010 SETB EDT 100 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891157,1-PA-00,PARFÜM,KADIN,,
BNR8911650,NARCISO FOR HER XMAS-2010 SETB EDP 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891164,1-PA-00,PARFÜM,KADIN,,
BNR8912350,NARCISO FOR HER AUT 2010 EDP INTENSE 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470891232,1-PA-00,PARFÜM,KADIN,,
BNR8912450,NARCISO FOR HER AUT 2010 EDP INTENSE 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470891249,1-PA-00,PARFÜM,KADIN,,
BNR8912750,NARCISO FOR HER SHOPPING BAG 2011 EDT,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891270,1-PA-00,PARFÜM,KADIN,,
BNR8913050,NARCISO FOR HER NOTEBOOK EDITION 2011 EDT 100 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891300,1-PA-00,PARFÜM,KADIN,,
BNR8913350,NARCISO FOR HER EDT MDAY-2011 100 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891331,1-PA-00,PARFÜM,KADIN,,
BNR8913750,NARCISO FOR HER EDT XMAS EDT 100ML+BL,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891379,1-PA-00,PARFÜM,KADIN,,
BNR8913850,NARCISO FOR HER EDP XMAS EDP 50 ML+PURSE,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423470891386,1-PA-00,PARFÜM,KADIN,,
BNR8914350,NARCISO FOR HER AUT 2011 IN COLOR EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423470891430,1-PA-00,PARFÜM,KADIN,,
BNR8915750,NARCISO FOR HER OD-2012 EDT 125 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478915756,1-PA-00,PARFÜM,KADIN,,
BNR8915950,NARCISO FOR HER MDAY-2012 SET,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478915954,1-PA-00,PARFÜM,KADIN,,
BNR8916450,NARCISO FOR HER XMAS-2012 SETA,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478916456,1-PA-00,PARFÜM,KADIN,,
BNR8916550,NARCISO FOR HER XMAS-2012 SETB,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478916555,1-PA-00,PARFÜM,KADIN,,
BNR8916650,NARCISO FOR HER XMAS-2012 SETC,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478916654,1-PA-00,PARFÜM,KADIN,,
BNR8916950,NARCISO FOR HER VALENTINES OD-2012 EDP 125 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478916951,1-PA-00,PARFÜM,KADIN,,
BNR8918050,NR FH MDAY-2013 SETB POUCH EDT 100ML+BL75ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478918054,1-PA-00,PARFÜM,KADIN,,
BNR8918550,NARCISO FOR HER LEAU-2013 EDT 50 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478918559,1-PA-00,PARFÜM,KADIN,NR0000000052,FH 13 L'EAU EDT 50 ML
BNR8918650,NARCISO FOR HER LEAU-2013 EDT 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478918658,1-PA-00,PARFÜM,KADIN,,
BNR8918750,NARCISO FOR HER EDT 125 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478918757,1-PA-00,PARFÜM,KADIN,,
BNR8918850,"NR FH CELEBRATION-2013 EDT 50 ML+ROLLEDT7,5 ML",SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478918856,1-PA-00,PARFÜM,KADIN,,
BNR8918950,"NR FH CELEBRATION-2013 EDP 50 ML+ROLLEDP7,5 ML",SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478918955,1-PA-00,PARFÜM,KADIN,,
BNR8919550,NARCISO FOR HER XMAS-2013 SETB EDT 100ML+10ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478919556,1-PA-00,PARFÜM,KADIN,,
BNR8919650,NARCISO FOR HER XMAS-2013 SETC EDP 50 ML+10ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478919655,1-PA-00,PARFÜM,KADIN,,
BNR8920050,AMBER MUSC EDP INTENSE 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478920057,1-PB,PARFÜM,UNISEX,NR0000000085,AMBER MUSC EDP INTENSE 100 ML
BNR8920250,NARCISO FOR HER CELEBRATION-2013 EDP 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478920255,1-PA-00,PARFÜM,KADIN,,
BNR8920350,NARCISO FOR HER CELEBRATION-2013 EDT 100 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478920354,1-PA-00,PARFÜM,KADIN,,
BNR8921350,NR FH SHOPPING PACK-2014 EDT LEAU 100ML+POUCH,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478921351,1-PA-00,PARFÜM,KADIN,,
BNR8921550,NARCISO FOR HER SPRING-2014 EDT 100ML+POUCH,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478921559,1-PA-00,PARFÜM,KADIN,,
BNR8921850,NARCISO FOR HER ESSENTIALS LEAU 2014 150 ML,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478921856,1-PA-00,PARFÜM,KADIN,,
BNR8921950,NARCISO FOR HER ESSENTIALS 2014 EDT,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478921955,1-PA-00,PARFÜM,KADIN,,
BNR8922150,NR FH MDAY-2014 SETB EDT 100ML+BC75+POUCH,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478922150,1-PA-00,PARFÜM,KADIN,,
BNR8922750,NARCISO FOR HER GLITTERS-2014 EDT 75ML+ATOMIZER,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,,1-PA-00,PARFÜM,KADIN,,
BNR8922950,NARCISO FOR HER GLITTERS-2014 EDP 75ML+ATOMIZER,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,,1-PA-00,PARFÜM,KADIN,,
BNR8923350,NARCISO FOR HER SPRING-2014 EDP 100ML+POUCH,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478923355,1-PA-00,PARFÜM,KADIN,,
BNR8923550,NARCISO FOR HER ESSENTIALS-2014 EDP 15,SELEKTIF TEKLİ,NARCISO RODRIGUEZ,3423478923553,1-PA-00,PARFÜM,KADIN,,
BNR8924450,NARCISO FOR HER EDT XMAS-2014 SETA 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478924451,1-PA-00,PARFÜM,KADIN,,
BNR8924650,NARCISO FOR HER EDT XMAS-2014 SETB 100 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478924659,1-PA-00,PARFÜM,KADIN,,
BNR8924750,NARCISO FOR HER EDP XMAS-2014 SETC 50 ML,SELEKTIF ÇOKLU,NARCISO RODRIGUEZ,3423478924758,1-PA-00,PARFÜM,KADIN,,
